NCM;EX;DESCRIÄ«O;AL÷QUOTA;
90.22;;Aparelhos de raios X e aparelhos que utilizem radiaá‰es alfa, beta, gama ou outras radiaá‰es ionizantes, mesmo para usos mÇdicos, cir£rgicos, odontol¢gicos ou veterin†rios, incluindo os aparelhos de radiofotografia ou de radioterapia, os tubos de raios X e outros dispositivos geradores de raios X, os geradores de tens∆o, as mesas de comando, as telas de visualizaá∆o, as mesas, cadeiras e suportes semelhantes para exame ou tratamento.;;
9022.1;;- Aparelhos de raios X, mesmo para usos mÇdicos, cir£rgicos, odontol¢gicos ou veterin†rios, incluindo os aparelhos de radiofotografia ou de radioterapia:;;
9022.12.00;;-- Aparelhos de tomografia computadorizada ;3,25;
9022.13;;-- Outros, para odontologia;;
9022.13.1;;De diagn¢stico;;
9022.13.11;;De tomadas maxilares panorÉmicas ;3,25;
9022.13.19;;Outros ;3,25;
9022.13.90;;Outros ;3,25;
9022.14;;-- Outros, para usos mÇdicos, cir£rgicos ou veterin†rios;;
9022.14.1;;De diagn¢stico;;
9022.14.11;;Para mamografia ;3,25;
9022.14.12;;Para angiografia ;3,25;
9022.14.13;;Para densitometria ¢ssea, computadorizados ;3,25;
9022.14.19;;Outros ;3,25;
9022.14.90;;Outros ;3,25;
9022.19;;-- Para outros usos;;
9022.19.10;;Espectrìmetros ou espectr¢grafos de raios X ;3,25;
9022.19.9;;Outros;;
9022.19.91;;Do tipo utilizado para inspeá∆o de bagagens, com t£nel de altura inferior ou igual a 0,4 m, largura inferior ou igual a 0,6 m e comprimento inferior ou igual a 1,2 m ;3,25;
9022.19.99;;Outros ;3,25;
9022.2;;- Aparelhos que utilizem radiaá‰es alfa, beta, gama ou outras radiaá‰es ionizantes, mesmo para usos mÇdicos, cir£rgicos, odontol¢gicos ou veterin†rios, incluindo os aparelhos de radiofotografia ou de radioterapia:;;
9022.21;;-- Para usos mÇdicos, cir£rgicos, odontol¢gicos ou veterin†rios;;
9022.21.10;;Aparelhos de radiocobalto (bombas de cobalto) ;0;
9022.21.20;;Outros, para gamaterapia ;0;
9022.21.90;;Outros ;0;
9022.21.90;01;Exceto aparelhos que utilizem radiaá‰es alfa, beta ou gama;5,2;
9022.29;;-- Para outros usos;;
9022.29.10;;Para detecá∆o do n°vel de enchimento ou tampas faltantes, em latas de bebidas, por meio de raios gama ;0;
9022.29.90;;Outros ;0;
9022.30.00;;- Tubos de raios X ;0;
9022.9;;- Outros, incluindo as partes e acess¢rios;;
9022.90.10;;Geradores de tens∆o ;3,25;
9022.90.20;;Telas radiol¢gicas ;3,25;
9022.90.80;;Outros, excluindo as partes e acess¢rios ;3,25;
9022.90.9;;Partes e acess¢rios;;
9022.90.91;;De aparelhos de raios X ;3,25;
9022.90.99;;Outros ;3,25;
9022.90.99;01;Exceto partes e acess¢rios de aparelhos que utilizem radiaá‰es alfa, beta ou gama;5,2;
9023.00.00;;Instrumentos, aparelhos e modelos, concebidos para demonstraá∆o (por exemplo, no ensino e nas exposiá‰es), n∆o suscet°veis de outros usos. ;9,75;
9023.00.00;01;LÉmina preparada (preparaá∆o microsc¢pica);0;
9023.00.00;02;Modelos de anatomia para ensino;0;
90.24;;M†quinas e aparelhos para ensaios de dureza, traá∆o, compress∆o, elasticidade ou de outras propriedades mecÉnicas de materiais (por exemplo, metais, madeira, tàxteis, papel, pl†stico).;;
9024.1;;- M†quinas e aparelhos para ensaios de metais;;
9024.10.10;;Para ensaios de traá∆o ou compress∆o ;0;
9024.10.20;;Para ensaios de dureza ;0;
9024.10.90;;Outros ;0;
9024.8;;- Outras m†quinas e aparelhos;;
9024.80.1;;M†quinas e aparelhos para ensaios de tàxteis;;
9024.80.11;;Autom†ticos, para fios ;0;
9024.80.19;;Outros ;0;
9024.80.2;;M†quinas e aparelhos para ensaios de papel, cart∆o, lin¢leo e pl†stico ou borracha flex°veis;;
9024.80.21;;M†quinas para ensaios de pneum†ticos ;0;
9024.80.29;;Outros ;0;
9024.80.90;;Outros ;0;
9024.90.00;;- Partes e acess¢rios ;3,25;
90.25;;Dens°metros, areìmetros, pesa-l°quidos e instrumentos flutuantes semelhantes, termìmetros, pirìmetros, barìmetros, higrìmetros e psicrìmetros, registradores ou n∆o, mesmo combinados entre si.;;
9025.1;;- Termìmetros e pirìmetros, n∆o combinados com outros instrumentos:;;
9025.11;;-- De l°quido, de leitura direta;;
9025.11.1;;Termìmetros cl°nicos;;
9025.11.11;;Que contenham merc£rio ;9,75;
9025.11.19;;Outros ;9,75;
9025.11.9;;Outros;;
9025.11.91;;Que contenham merc£rio ;9,75;
9025.11.99;;Outros ;9,75;
9025.19;;-- Outros;;
9025.19.10;;Pirìmetros ¢pticos ;9,75;
9025.19.90;;Outros ;9,75;
9025.80.00;;- Outros instrumentos ;9,75;
9025.9;;- Partes e acess¢rios;;
9025.90.10;;De termìmetros ;9,75;
9025.90.90;;Outros ;9,75;
90.26;;Instrumentos e aparelhos para medida ou controle da vaz∆o (caudal), do n°vel, da press∆o ou de outras caracter°sticas vari†veis dos l°quidos ou gases (por exemplo, medidores de vaz∆o (caudal), indicadores de n°vel, manìmetros, contadores de calor), exceto os instrumentos e aparelhos das posiá‰es 90.14, 90.15, 90.28 ou 90.32.;;
9026.1;;- Para medida ou controle da vaz∆o (caudal) ou do n°vel dos l°quidos;;
9026.10.1;;Para medida ou controle da vaz∆o (caudal);;
9026.10.11;;Medidores-transmissores eletrìnicos, que funcionem pelo princ°pio de induá∆o eletromagnÇtica ;9,75;
9026.10.19;;Outros ;9,75;
9026.10.2;;Para medida ou controle do n°vel;;
9026.10.21;;De metais, mediante correntes parasitas ;0;
9026.10.29;;Outros ;0;
9026.2;;- Para medida ou controle da press∆o;;
9026.20.10;;Manìmetros ;0;
9026.20.90;;Outros ;0;
9026.80.00;;- Outros instrumentos e aparelhos ;9,75;
9026.9;;- Partes e acess¢rios;;
9026.90.10;;De instrumentos e aparelhos para medida ou controle do n°vel ;15;
9026.90.20;;De manìmetros ;9,75;
9026.90.90;;Outros ;9,75;
90.27;;"Instrumentos e aparelhos para an†lises f°sicas ou qu°micas (por exemplo, polar°metros, refratìmetros, espectrìmetros, analisadores de g†s ou de fumaáa (fumos)); instrumentos e aparelhos para ensaios de viscosidade, porosidade, dilataá∆o, tens∆o superficial ou semelhantes ou para medidas calorimÇtricas, ac£sticas ou fotomÇtricas (incluindo os indicadores de tempo de exposiá∆o); micr¢tomos.";;
9027.10.00;;- Analisadores de g†s ou de fumaáa (fumos) ;0;
9027.2;;- Cromat¢grafos e aparelhos de eletroforese;;
9027.20.1;;Cromat¢grafos;;
9027.20.11;;De fase gasosa ;0;
9027.20.12;;De fase l°quida ;0;
9027.20.19;;Outros ;0;
9027.20.2;;Aparelhos de eletroforese;;
9027.20.21;;Sequenciadores autom†ticos de ADN mediante eletroforese capilar ;0;
9027.20.29;;Outros ;0;
9027.3;;- Espectrìmetros, espectrofotìmetros e espectr¢grafos que utilizem radiaá‰es ¢pticas (UV, vis°veis, IV);;
9027.30.1;;Espectrìmetros e espectr¢grafos;;
9027.30.11;;De emiss∆o atìmica ;0;
9027.30.19;;Outros ;0;
9027.30.20;;Espectrofotìmetros ;0;
9027.5;;- Outros aparelhos e instrumentos que utilizem radiaá‰es ¢pticas (UV, vis°veis, IV);;
9027.50.10;;Color°metros ;0;
9027.50.20;;Fotìmetros ;0;
9027.50.30;;Refratìmetros ;0;
9027.50.40;;Sacar°metros ;0;
9027.50.50;;Citìmetro de fluxo ;0;
9027.50.90;;Outros ;0;
9027.8;;- Outros instrumentos e aparelhos:;;
9027.81.00;;-- Espectrìmetros de massa ;0;
9027.89;;-- Outros;;
9027.89.1;;Calor°metros, viscos°metros, densitìmetros e aparelhos medidores de pH;;
9027.89.11;;Calor°metros ;0;
9027.89.12;;Viscos°metros ;0;
9027.89.13;;Densitìmetros ;0;
9027.89.14;;Aparelhos medidores de pH ;0;
9027.89.20;;Polar¢grafos ;0;
9027.89.9;;Outros;;
9027.89.91;;Expos°metros ;0;
9027.89.99;;Outros ;0;
9027.9;;"- Micr¢tomos; partes e acess¢rios";;
9027.90.10;;Micr¢tomos ;3,25;
9027.90.9;;Partes e acess¢rios;;
9027.90.91;;De espectrìmetros e espectr¢grafos, de emiss∆o atìmica ;3,25;
9027.90.93;;De polar¢grafos ;3,25;
9027.90.99;;Outros ;3,25;
90.28;;Contadores de gases, de l°quidos ou de eletricidade, incluindo os aparelhos para a sua aferiá∆o.;;
9028.1;;- Contadores de gases;;
9028.10.1;;De g†s natural comprimido, eletrìnicos;;
9028.10.11;;Do tipo utilizado em postos (estaá‰es) de serviáo ou garagens ;3,25;
9028.10.19;;Outros ;3,25;
9028.10.90;;Outros ;3,25;
9028.2;;- Contadores de l°quidos;;
9028.20.10;;De peso inferior ou igual a 50 kg ;3,25;
9028.20.20;;De peso superior a 50 kg ;3,25;
9028.3;;- Contadores de eletricidade;;
9028.30.1;;Monof†sicos, para corrente alternada;;
9028.30.11;;Digitais ;15;
9028.30.19;;Outros ;3,25;
9028.30.2;;Bif†sicos;;
9028.30.21;;Digitais ;9,75;
9028.30.29;;Outros ;3,25;
9028.30.3;;Trif†sicos;;
9028.30.31;;Digitais ;9,75;
9028.30.39;;Outros ;3,25;
9028.30.90;;Outros ;3,25;
9028.9;;- Partes e acess¢rios;;
9028.90.10;;De contadores de eletricidade ;9,75;
9028.90.90;;Outros ;9,75;
90.29;;"Outros contadores (por exemplo, contadores de voltas, contadores de produá∆o, tax°metros, totalizadores de caminho percorrido, podìmetros); indicadores de velocidade e tacìmetros, exceto os das posiá‰es 90.14 ou 90.15; estrobosc¢pios.";;
9029.1;;- Contadores de voltas, contadores de produá∆o, tax°metros, totalizadores de caminho percorrido, podìmetros e contadores semelhantes;;
9029.10.10;;Contadores de voltas, contadores de produá∆o ou de horas de trabalho ;9,75;
9029.10.90;;Outros ;9,75;
9029.2;;"- Indicadores de velocidade e tacìmetros; estrobosc¢pios";;
9029.20.10;;Indicadores de velocidade e tacìmetros ;9,75;
9029.20.10;01;Para ve°culos com sistema elÇtrico em 24 V;2,6;
9029.20.20;;Estrobosc¢pios ;9,75;
9029.9;;- Partes e acess¢rios;;
9029.90.10;;De indicadores de velocidade e tacìmetros ;9,75;
9029.90.90;;Outros ;9,75;
90.3;;"Oscilosc¢pios, analisadores de espectro e outros instrumentos e aparelhos para medida ou controle de grandezas elÇtricas; instrumentos e aparelhos para medida ou detecá∆o de radiaá‰es alfa, beta, gama, X, c¢smicas ou outras radiaá‰es ionizantes.";;
9030.1;;- Instrumentos e aparelhos para medida ou detecá∆o de radiaá‰es ionizantes;;
9030.10.10;;Medidores de radioatividade ;3,25;
9030.10.90;;Outros ;3,25;
9030.2;;- Oscilosc¢pios e oscil¢grafos;;
9030.20.10;;Oscilosc¢pios digitais ;3,25;
9030.20.2;;Oscilosc¢pios anal¢gicos;;
9030.20.21;;De frequància igual ou superior a 60 MHz ;3,25;
9030.20.22;;Vetorsc¢pios ;3,25;
9030.20.29;;Outros ;3,25;
9030.20.30;;Oscil¢grafos ;3,25;
9030.3;;- Outros aparelhos e instrumentos para medida ou controle da tens∆o, intensidade, resistància ou da potància (exceto para medida ou controle de wafers ou de dispositivos, semicondutores):;;
9030.31.00;;-- Mult°metros, sem dispositivo registrador ;3,25;
9030.32.00;;-- Mult°metros, com dispositivo registrador ;3,25;
9030.33;;-- Outros, sem dispositivo registrador;;
9030.33.1;;Volt°metros;;
9030.33.11;;Digitais ;3,25;
9030.33.19;;Outros ;3,25;
9030.33.2;;Amper°metros;;
9030.33.21;;Do tipo utilizado em ve°culos autom¢veis ;3,25;
9030.33.29;;Outros ;3,25;
9030.33.90;;Outros ;3,25;
9030.39;;-- Outros, com dispositivo registrador;;
9030.39.10;;De teste de continuidade em circuitos impressos ;3,25;
9030.39.90;;Outros ;3,25;
9030.4;;- Outros instrumentos e aparelhos, especialmente concebidos para telecomunicaá‰es (por exemplo, diafonìmetros, medidores de ganho, distorciìmetros, psofìmetros);;
9030.40.10;;Analisadores de protocolo ;3,25;
9030.40.20;;Analisadores de n°vel seletivo ;3,25;
9030.40.30;;Analisadores digitais de transmiss∆o ;3,25;
9030.40.90;;Outros ;3,25;
9030.8;;- Outros instrumentos e aparelhos:;;
9030.82;;-- Para medida ou controle de wafers ou de dispositivos, semicondutores (incluindo os circuitos integrados);;
9030.82.10;;De testes de circuitos integrados ;3,25;
9030.82.90;;Outros ;3,25;
9030.84;;-- Outros, com dispositivo registrador;;
9030.84.10;;De teste autom†tico de circuito impresso montado (ATE) ;3,25;
9030.84.20;;De medidas de parÉmetros caracter°sticos de sinais de televis∆o ou de v°deo ;3,25;
9030.84.90;;Outros ;3,25;
9030.89;;-- Outros;;
9030.89.10;;Analisadores l¢gicos de circuitos digitais ;3,25;
9030.89.20;;Analisadores de espectro de frequància ;3,25;
9030.89.30;;Frequenc°metros ;3,25;
9030.89.40;;Fas°metros ;3,25;
9030.89.90;;Outros ;3,25;
9030.9;;- Partes e acess¢rios;;
9030.90.10;;De instrumentos e aparelhos da subposiá∆o 9030.10 ;3,25;
9030.90.90;;Outros ;3,25;
90.31;;"Instrumentos, aparelhos e m†quinas de medida ou controle, n∆o especificados nem compreendidos noutras posiá‰es do presente Cap°tulo; projetores de perfis.";;
9031.10.00;;- M†quinas de balancear (equilibrar) peáas mecÉnicas ;0;
9031.2;;- Bancos de ensaio;;
9031.20.10;;Para motores ;0;
9031.20.90;;Outros ;0;
9031.4;;- Outros instrumentos e aparelhos ¢pticos:;;
9031.41.00;;-- Para controle de wafers ou de dispositivos, semicondutores (incluindo os circuitos integrados), ou para controle de fotom†scaras ou ret°culos utilizados na fabricaá∆o de dispositivos semicondutores (incluindo os circuitos integrados) ;0;
9031.49;;-- Outros;;
9031.49.10;;Para medida de parÉmetros dimensionais de fibras de celulose, por meio de raios laser ;3,25;
9031.49.20;;Para medida da espessura de pneum†ticos de ve°culos autom¢veis, por meio de raios laser ;3,25;
9031.49.90;;Outros ;3,25;
9031.49.90;01;Projetores de perfis;0;
9031.8;;- Outros instrumentos, aparelhos e m†quinas;;
9031.80.1;;Dinamìmetros e rugos°metros;;
9031.80.11;;Dinamìmetros ;0;
9031.80.12;;Rugos°metros ;0;
9031.80.20;;M†quinas para mediá∆o tridimensional ;0;
9031.80.30;;Metros padr‰es ;3,25;
9031.80.40;;Aparelhos digitais, de uso em ve°culos autom¢veis, para medida e indicaá∆o de m£ltiplas grandezas tais como: velocidade mÇdia, consumos instantÉneo e mÇdio e autonomia (computador de bordo) ;9,75;
9031.80.50;;Aparelhos para an†lise de tàxteis, computadorizados ;0;
9031.80.60;;CÇlulas de carga ;3,25;
9031.80.9;;Outros;;
9031.80.91;;Para controle dimensional de pneum†ticos, em condiá‰es de carga ;3,25;
9031.80.99;;Outros ;3,25;
9031.9;;- Partes e acess¢rios;;
9031.90.10;;De bancos de ensaio ;9,75;
9031.90.90;;Outros ;9,75;
90.32;;Instrumentos e aparelhos para regulaá∆o ou controle, autom†ticos.;;
9032.1;;- Termostatos;;
9032.10.10;;De expans∆o de fluidos ;9,75;
9032.10.90;;Outros ;9,75;
9032.20.00;;- Manostatos (pressostatos) ;9,75;
9032.8;;- Outros instrumentos e aparelhos:;;
9032.81.00;;-- Hidr†ulicos ou pneum†ticos ;0;
9032.89;;-- Outros;;
9032.89.1;;Reguladores de voltagem;;
9032.89.11;;Eletrìnicos ;9,75;
9032.89.19;;Outros ;9,75;
9032.89.2;;Controladores eletrìnicos do tipo utilizado em ve°culos autom¢veis;;
9032.89.21;;De sistemas antibloqueantes de freio (trav∆o) (ABS) ;9,75;
9032.89.22;;De sistemas de suspens∆o ;9,75;
9032.89.23;;De sistemas de transmiss∆o ;9,75;
9032.89.24;;De sistemas de igniá∆o ;9,75;
9032.89.25;;De sistemas de injeá∆o ;9,75;
9032.89.29;;Outros ;9,75;
9032.89.30;;Equipamentos digitais para controle de ve°culos ferrovi†rios ;9,75;
9032.89.8;;Outros, para regulaá∆o ou controle de grandezas n∆o elÇtricas;;
9032.89.81;;De press∆o ;9,75;
9032.89.82;;De temperatura ;9,75;
9032.89.83;;De umidade ;9,75;
9032.89.84;;De velocidade de motores elÇtricos por variaá∆o de frequància ;9,75;
9032.89.89;;Outros ;9,75;
9032.89.90;;Outros ;9,75;
9032.9;;- Partes e acess¢rios;;
9032.90.10;;Circuitos impressos com componentes elÇtricos ou eletrìnicos, montados ;9,75;
9032.90.9;;Outros;;
9032.90.91;;De termostatos ;9,75;
9032.90.99;;Outros ;9,75;
9033.00.00;;Partes e acess¢rios n∆o especificados nem compreendidos noutras posiá‰es do presente Cap°tulo, para m†quinas, aparelhos, instrumentos ou artigos do Cap°tulo 90. ;9,75;
91.01;;Rel¢gios de pulso, rel¢gios de bolso e rel¢gios semelhantes (incluindo os contadores de tempo dos mesmos tipos), com caixa de metais preciosos ou de metais folheados ou chapeados de metais preciosos (plaquà).;;
9101.1;;- Rel¢gios de pulso, funcionando eletricamente, mesmo com contador de tempo incorporado:;;
9101.11.00;;-- De mostrador exclusivamente mecÉnico ;16,25;
9101.19.00;;-- Outros ;16,25;
9101.2;;- Outros rel¢gios de pulso, mesmo com contador de tempo incorporado:;;
9101.21.00;;-- De corda autom†tica ;16,25;
9101.29.00;;-- Outros ;16,25;
9101.9;;- Outros:;;
9101.91.00;;-- Funcionando eletricamente ;16,25;
9101.99.00;;-- Outros ;16,25;
91.02;;Rel¢gios de pulso, rel¢gios de bolso e rel¢gios semelhantes (incluindo os contadores de tempo dos mesmos tipos), exceto os da posiá∆o 91.01.;;
9102.1;;- Rel¢gios de pulso, funcionando eletricamente, mesmo com contador de tempo incorporado:;;
9102.11;;-- De mostrador exclusivamente mecÉnico;;
9102.11.10;;Com caixa de metal comum ;20;
9102.11.90;;Outros ;20;
9102.12;;-- De mostrador exclusivamente optoeletrìnico;;
9102.12.10;;Com caixa de metal comum ;20;
9102.12.20;;Com caixa de pl†stico, exceto as reforáadas com fibra de vidro ;20;
9102.12.90;;Outros ;13;
9102.19.00;;-- Outros ;20;
9102.2;;- Outros rel¢gios de pulso, mesmo com contador de tempo incorporado:;;
9102.21.00;;-- De corda autom†tica ;20;
9102.29.00;;-- Outros ;13;
9102.9;;- Outros:;;
9102.91.00;;-- Funcionando eletricamente ;13;
9102.91.00;01;Com caixa de metal comum, mesmo dourado, prateado ou platinado;9,75;
9102.91.00;02;Com caixa de pl†sticos sem carga ou reforáo de fibras de vidro;9,75;
9102.99.00;;-- Outros ;13;
91.03;;Despertadores e outros rel¢gios, com mecanismo de pequeno volume.;;
9103.10.00;;- Funcionando eletricamente ;13;
9103.90.00;;- Outros ;13;
9104.00.00;;Rel¢gios para painÇis de instrumentos e rel¢gios semelhantes, para autom¢veis, ve°culos aÇreos, embarcaá‰es ou para outros ve°culos. ;11,7;
91.05;;Despertadores, rel¢gios de pàndulo (pàndulas), outros rel¢gios e artigos de relojoaria semelhantes, exceto os com mecanismo de pequeno volume.;;
9105.1;;- Despertadores:;;
9105.11.00;;-- Funcionando eletricamente ;13;
9105.19.00;;-- Outros ;13;
9105.2;;- Rel¢gios de parede:;;
9105.21.00;;-- Funcionando eletricamente ;13;
9105.29.00;;-- Outros ;13;
9105.9;;- Outros:;;
9105.91.00;;-- Funcionando eletricamente ;13;
9105.99.00;;-- Outros ;13;
91.06;;Aparelhos de controle do tempo e contadores de tempo, com mecanismo de relojoaria ou com motor s°ncrono (por exemplo, rel¢gios de ponto, rel¢gios datadores, contadores de horas).;;
9106.10.00;;"- Rel¢gios de ponto; rel¢gios datadores e contadores de horas ";9,75;
9106.90.00;;- Outros ;9,75;
9107;;Interruptores hor†rios e outros aparelhos que permitam acionar um mecanismo em tempo determinado, munidos de mecanismo de relojoaria ou com motor s°ncrono.;;
9107.00.10;;Interruptores hor†rios ;9,75;
9107.00.90;;Outros ;9,75;
91.08;;Mecanismos de pequeno volume para rel¢gios, completos e montados.;;
9108.1;;- Funcionando eletricamente:;;
9108.11;;-- De mostrador exclusivamente mecÉnico ou com um dispositivo que permita incorporar um mostrador mecÉnico;;
9108.11.10;;Para rel¢gios das posiá‰es 91.01 ou 91.02 ;13;
9108.11.90;;Outros ;13;
9108.12.00;;-- De mostrador exclusivamente optoeletrìnico ;13;
9108.19.00;;-- Outros ;13;
9108.20.00;;- De corda autom†tica ;13;
9108.90.00;;- Outros ;13;
91.09;;Mecanismos de relojoaria, completos e montados, exceto de pequeno volume.;;
9109.10.00;;- Funcionando eletricamente ;13;
9109.90.00;;- Outros ;13;
91.1;;"Mecanismos de relojoaria completos, n∆o montados ou parcialmente montados (chablons); mecanismos de relojoaria incompletos, montados; esboáos de mecanismos de relojoaria.";;
9110.1;;- De pequeno volume:;;
9110.11;;-- Mecanismos completos, n∆o montados ou parcialmente montados (chablons);;
9110.11.10;;Para rel¢gios das posiá‰es 91.01 ou 91.02 ;13;
9110.11.90;;Outros ;13;
9110.12.00;;-- Mecanismos incompletos, montados ;13;
9110.19.00;;-- Esboáos ;13;
9110.90.00;;- Outros ;13;
91.11;;Caixas de rel¢gios das posiá‰es 91.01 ou 91.02, e suas partes.;;
9111.10.00;;- Caixas de metais preciosos ou de metais folheados ou chapeados de metais preciosos (plaquà) ;13;
9111.2;;- Caixas de metais comuns, mesmo dourados ou prateados;;
9111.20.10;;De lat∆o, em esboáo ;13;
9111.20.90;;Outras ;13;
9111.80.00;;- Outras caixas ;13;
